ds,yhat,yhat_lower,yhat_upper
2025-10-31,85.13720011106594,73.68338925452328,96.233636158966
2025-11-30,85.30462981849789,72.92342852409685,97.23314026638906
2025-12-31,85.47764051617757,74.00983098949791,97.91829764501159
2026-01-31,85.65065121385726,73.57133778186106,97.41301865012616
2026-02-28,85.80691894079375,73.67850165324417,97.91175218876243
2026-03-31,85.97992963847344,73.63188621176421,97.57528028178712
